assessment_name,category,question_id,question_text,question_explanation,option_text,option_explanation,option_score,option_recommendation
Advanced Cloud Security Check,Access Management,35,How do you enforce Identity and Access Management (IAM) policies based on the principle of least privilege?,"Asks how you control what each user and service is allowed to do in your cloud account, ensuring they only have the minimum permissions necessary for their tasks.",Most developers and services use an IAM user with full administrator access for convenience.,Critical risk. A compromise of any one of these users/services leads to a full environment compromise.,-2,Poor. IAM controls are weak. Implement role-based access control immediately.
Advanced Cloud Security Check,Access Management,35,How do you enforce Identity and Access Management (IAM) policies based on the principle of least privilege?,"Asks how you control what each user and service is allowed to do in your cloud account, ensuring they only have the minimum permissions necessary for their tasks.",We use the root account for all daily operations.,Extremely dangerous practice. The root account should be locked away and never used for operational tasks.,-2,Very Poor. Root account misuse creates extreme risk. Lock root account and use IAM roles.
Advanced Cloud Security Check,Infrastructure Security,36,"What is your approach to vulnerability scanning for cloud workloads (e.g., container images, EC2 instances)?",Checks if you regularly scan your cloud servers and application containers for known security weaknesses to fix them before they can be exploited by attackers.,"We have an automated CI/CD pipeline that scans all container images and AMIs for vulnerabilities before deployment, blocking critical findings.","Best practice shift-left"" security. Prevents vulnerabilities from ever reaching production.""",2,"Excellent. This shift-left"" approach prevents vulnerabilities from reaching production."""
Advanced Cloud Security Check,Infrastructure Security,36,"What is your approach to vulnerability scanning for cloud workloads (e.g., container images, EC2 instances)?",Checks if you regularly scan your cloud servers and application containers for known security weaknesses to fix them before they can be exploited by attackers.,We run weekly automated vulnerability scans on all running instances and container repositories.,"Good detective control, but it means vulnerable systems may be live for up to a week.",1,Good. Vulnerability scanning is established but could be more frequent.
Advanced Cloud Security Check,Infrastructure Security,36,"What is your approach to vulnerability scanning for cloud workloads (e.g., container images, EC2 instances)?",Checks if you regularly scan your cloud servers and application containers for known security weaknesses to fix them before they can be exploited by attackers.,"We perform manual, ad-hoc vulnerability scans on our primary production servers a few times a year.",Infrequent scanning provides a poor and outdated picture of the actual risk.,0,Fair. Scanning is infrequent. Implement automated scanning for better coverage.
Advanced Cloud Security Check,Infrastructure Security,36,"What is your approach to vulnerability scanning for cloud workloads (e.g., container images, EC2 instances)?",Checks if you regularly scan your cloud servers and application containers for known security weaknesses to fix them before they can be exploited by attackers.,We rely on the security of the base images provided by the cloud provider or Docker Hub.,Base images can contain vulnerabilities or become outdated. They must be scanned.,-1,Poor. Reliance on base image security is insufficient. Implement scanning processes.
Advanced Cloud Security Check,Infrastructure Security,36,"What is your approach to vulnerability scanning for cloud workloads (e.g., container images, EC2 instances)?",Checks if you regularly scan your cloud servers and application containers for known security weaknesses to fix them before they can be exploited by attackers.,We do not perform vulnerability scanning on our cloud workloads.,Critical gap. Leaves systems exposed to well-known and easily exploitable vulnerabilities.,-2,Very Poor. No scanning exists. Implement vulnerability scanning immediately.
Advanced Cloud Security Check,Infrastructure Security,37,How are your public-facing cloud services protected against DDoS attacks?,"Determines what protections you have in place to defend against attacks that try to overwhelm your website or application with traffic, making it unavailable for legitimate users.","We use a managed DDoS protection service (e.g., AWS Shield Advanced, Azure DDoS Protection Standard) combined with a WAF and a CDN.","A robust, multi-layered defense against volumetric and application-layer DDoS attacks.",2,Excellent. This multi-layered defense provides comprehensive DDoS protection.
Advanced Cloud Security Check,Infrastructure Security,37,How are your public-facing cloud services protected against DDoS attacks?,"Determines what protections you have in place to defend against attacks that try to overwhelm your website or application with traffic, making it unavailable for legitimate users.","We rely on the standard, default DDoS protection included with our cloud provider's services.","Provides protection against common, large-scale attacks but not sophisticated application-layer attacks.",1,Good. Basic protection exists but may not cover sophisticated application-layer attacks.
Advanced Cloud Security Check,Infrastructure Security,37,How are your public-facing cloud services protected against DDoS attacks?,"Determines what protections you have in place to defend against attacks that try to overwhelm your website or application with traffic, making it unavailable for legitimate users.","We have a WAF, but no specific, advanced DDoS mitigation service.",A WAF helps with application-layer attacks but may not be sufficient for large volumetric attacks.,1,Good. WAF provides some protection but supplement with DDoS-specific services.
Advanced Cloud Security Check,Infrastructure Security,37,How are your public-facing cloud services protected against DDoS attacks?,"Determines what protections you have in place to defend against attacks that try to overwhelm your website or application with traffic, making it unavailable for legitimate users.",We have no specific DDoS protection in place.,"High risk for any public-facing application, as even small DDoS attacks can cause an outage.",-1,Poor. DDoS protection is inadequate. Implement specific DDoS mitigation services.
Advanced Cloud Security Check,Infrastructure Security,37,How are your public-facing cloud services protected against DDoS attacks?,"Determines what protections you have in place to defend against attacks that try to overwhelm your website or application with traffic, making it unavailable for legitimate users.",We are not sure what DDoS protection is.,Lack of awareness of a common and impactful threat is a major business risk.,-2,Very Poor. No DDoS protection awareness exists. Implement protection immediately.
Advanced Cloud Security Check,Access Management,38,How do you manage and audit third-party and marketplace software used in your cloud environment?,Asks about your process for approving and monitoring software from external vendors that you run in your cloud. This prevents the introduction of insecure third-party code.,All third-party software from marketplaces undergoes a security review and is deployed in an isolated environment before production use.,A mature supply chain security process that minimizes risk from external code.,2,Excellent. This mature process minimizes supply chain risks.
Advanced Cloud Security Check,Access Management,38,How do you manage and audit third-party and marketplace software used in your cloud environment?,Asks about your process for approving and monitoring software from external vendors that you run in your cloud. This prevents the introduction of insecure third-party code.,"We only use software from well-known, reputable vendors found on the official cloud marketplace.","A good practice, but even reputable software can have vulnerabilities.",1,Good. Vendor selection is cautious but needs formal security reviews.
Advanced Cloud Security Check,Access Management,38,How do you manage and audit third-party and marketplace software used in your cloud environment?,Asks about your process for approving and monitoring software from external vendors that you run in your cloud. This prevents the introduction of insecure third-party code.,"We allow developers to use any third-party software they need to get their job done, without a formal review process.",High risk. Introduces unknown and unvetted code into your secure environment.,-1,Poor. Lack of review process creates significant supply chain risks.
Advanced Cloud Security Check,Access Management,38,How do you manage and audit third-party and marketplace software used in your cloud environment?,Asks about your process for approving and monitoring software from external vendors that you run in your cloud. This prevents the introduction of insecure third-party code.,We are not aware of any third-party software running in our environment.,Lack of awareness is a risk. It's likely third-party code exists in dependencies.,-1,Poor. Unknown third-party software creates risks. Implement discovery processes.
Advanced Cloud Security Check,Access Management,38,How do you manage and audit third-party and marketplace software used in your cloud environment?,Asks about your process for approving and monitoring software from external vendors that you run in your cloud. This prevents the introduction of insecure third-party code.,We do not use any third-party software.,"Unlikely in modern development, but if true, it reduces this specific risk vector.",0,"Fair. While reducing risk, verify no third-party dependencies exist."
Advanced Cloud Security Check,Infrastructure Security,39,"What is your strategy for cloud database security (e.g., RDS, Cosmos DB)?","Checks how you secure your cloud databases, including controlling network access, encrypting data, and managing user permissions to protect the information stored within.","Databases are deployed in private subnets, require SSL/TLS for connections, have encryption at rest enabled, and use granular IAM database authentication.",Excellent layered security model for protecting critical data stores.,2,Excellent. This layered security model provides comprehensive database protection.
Advanced Cloud Security Check,Infrastructure Security,39,"What is your strategy for cloud database security (e.g., RDS, Cosmos DB)?","Checks how you secure your cloud databases, including controlling network access, encrypting data, and managing user permissions to protect the information stored within.",Databases are in private subnets with access restricted by security groups to specific application servers.,"Good network-level protection, but lacks other defense-in-depth measures like IAM auth.",1,Good. Network-level protection exists but add IAM authentication for better security.
Advanced Cloud Security Check,Infrastructure Security,39,"What is your strategy for cloud database security (e.g., RDS, Cosmos DB)?","Checks how you secure your cloud databases, including controlling network access, encrypting data, and managing user permissions to protect the information stored within.",Databases are publicly accessible but are protected by a strong password.,High risk. Exposes the database to brute-force attacks and potential zero-day vulnerabilities from the internet.,-1,Poor. Public database access creates significant risk. Move to private subnets.
Advanced Cloud Security Check,Infrastructure Security,39,"What is your strategy for cloud database security (e.g., RDS, Cosmos DB)?","Checks how you secure your cloud databases, including controlling network access, encrypting data, and managing user permissions to protect the information stored within.",Databases are publicly accessible and use default port numbers with simple passwords.,Critical misconfiguration. It is highly likely the database will be compromised.,-2,Very Poor. Critical misconfiguration exists. Immediately secure database access.
Advanced Cloud Security Check,Infrastructure Security,39,"What is your strategy for cloud database security (e.g., RDS, Cosmos DB)?","Checks how you secure your cloud databases, including controlling network access, encrypting data, and managing user permissions to protect the information stored within.",We are not sure how our databases are configured.,Lack of awareness of the configuration of a critical asset is a major security risk.,-1,Poor. Database configuration unknown. Audit and secure database configurations.
Advanced Cloud Security Check,Infrastructure Security,40,"How do you manage infrastructure as code (IaC) security (e.g., Terraform, CloudFormation)?",Asks if you check your infrastructure configuration scripts for security issues. This prevents deploying a new server or service with a built-in security flaw.,We use automated static analysis security testing (SAST) tools in our CI/CD pipeline to scan IaC templates for misconfigurations before deployment.,Best practice. Automates security and prevents misconfigurations from being deployed.,2,Excellent. Automating security checks prevents misconfigurations from deployment.
Advanced Cloud Security Check,Infrastructure Security,40,"How do you manage infrastructure as code (IaC) security (e.g., Terraform, CloudFormation)?",Asks if you check your infrastructure configuration scripts for security issues. This prevents deploying a new server or service with a built-in security flaw.,We have a manual peer-review process for all infrastructure code changes to look for potential security issues.,"Good practice, but prone to human error and less scalable than automated tools.",1,Good. Manual reviews exist but implement automated tools for better coverage.
Advanced Cloud Security Check,Infrastructure Security,40,"How do you manage infrastructure as code (IaC) security (e.g., Terraform, CloudFormation)?",Asks if you check your infrastructure configuration scripts for security issues. This prevents deploying a new server or service with a built-in security flaw.,We use IaC but do not have a specific security review process for the templates.,High risk. This can lead to the repeatable deployment of insecure infrastructure.,-1,Poor. Lack of security review creates risks. Implement IaC security scanning.
Advanced Cloud Security Check,Infrastructure Security,40,"How do you manage infrastructure as code (IaC) security (e.g., Terraform, CloudFormation)?",Asks if you check your infrastructure configuration scripts for security issues. This prevents deploying a new server or service with a built-in security flaw.,We make changes to our cloud infrastructure manually through the web console.,"Manual changes are error-prone, lack auditability, and lead to configuration drift.",-1,Poor. Manual changes create risks. Implement Infrastructure as Code practices.
Advanced Cloud Security Check,Infrastructure Security,40,"How do you manage infrastructure as code (IaC) security (e.g., Terraform, CloudFormation)?",Asks if you check your infrastructure configuration scripts for security issues. This prevents deploying a new server or service with a built-in security flaw.,We do not use Infrastructure as Code.,"Neutral. While not a direct risk, it indicates a lack of maturity in cloud operations.",0,"Fair. While not a direct risk, IaC improves security and consistency."
Advanced Cloud Security Check,Infrastructure Security,41,"How do you handle container security (e.g., runtime security, pod security policies)?","If you use containers (like Docker), this checks if you have security measures in place to protect the applications running inside them while they are active.","We use runtime security monitoring tools, enforce pod security policies (or equivalents), and run containers as non-root users with read-only filesystems where possible.","A comprehensive, defense-in-depth approach to container security.",2,Excellent. This comprehensive approach provides robust container security.
Advanced Cloud Security Check,Infrastructure Security,41,"How do you handle container security (e.g., runtime security, pod security policies)?","If you use containers (like Docker), this checks if you have security measures in place to protect the applications running inside them while they are active.",We scan container images for vulnerabilities but do not have specific runtime security monitoring in place.,"Good shift-left"" practice but doesn't protect against threats that occur at runtime.",1,Good. Image scanning exists but add runtime security for complete protection.
Advanced Cloud Security Check,Infrastructure Security,41,"How do you handle container security (e.g., runtime security, pod security policies)?","If you use containers (like Docker), this checks if you have security measures in place to protect the applications running inside them while they are active.","We run our containers using the default settings provided by the orchestration service (e.g., EKS, AKS).",Risky. Default settings are often too permissive for secure production environments.,0,Fair. Default settings create risks. Customize security policies for containers.
Advanced Cloud Security Check,Infrastructure Security,41,"How do you handle container security (e.g., runtime security, pod security policies)?","If you use containers (like Docker), this checks if you have security measures in place to protect the applications running inside them while they are active.",Our containers are run with root privileges for maximum compatibility.,Critical risk. A container escape vulnerability would grant the attacker root access to the host node.,-2,Very Poor. Running as root creates critical risk. Implement non-root containers immediately.
Advanced Cloud Security Check,Infrastructure Security,41,"How do you handle container security (e.g., runtime security, pod security policies)?","If you use containers (like Docker), this checks if you have security measures in place to protect the applications running inside them while they are active.",We do not use containers.,Not applicable if containers are not in use.,0,"Fair. Not applicable, but consider container benefits when scaling."
Advanced Cloud Security Check,Access Management,42,How is multi-factor authentication (MFA) enforced for all human access to the cloud management console?,"Checks if all users, including administrators, are required to use a second verification step (like a phone app) to log in to the main cloud control panel.","MFA is enforced programmatically for all IAM users and the root account, and console access is federated through a central identity provider requiring MFA.",Gold standard for identity and access management in the cloud.,2,Excellent. This is the gold standard for identity management in the cloud.
Advanced Cloud Security Check,Access Management,42,How is multi-factor authentication (MFA) enforced for all human access to the cloud management console?,"Checks if all users, including administrators, are required to use a second verification step (like a phone app) to log in to the main cloud control panel.",MFA is enabled and required for all administrative users and the root account.,"Good practice that protects the most powerful accounts, but leaves others vulnerable.",1,Good. MFA protects privileged accounts but should extend to all users.
Advanced Cloud Security Check,Access Management,42,How is multi-factor authentication (MFA) enforced for all human access to the cloud management console?,"Checks if all users, including administrators, are required to use a second verification step (like a phone app) to log in to the main cloud control panel.",MFA is encouraged for all users but not strictly enforced by policy.,Ineffective. Optional security is rarely adopted and provides a false sense of security.,-1,Poor. Optional MFA is ineffective. Enforce MFA for all users programmatically.
Advanced Cloud Security Check,Access Management,42,How is multi-factor authentication (MFA) enforced for all human access to the cloud management console?,"Checks if all users, including administrators, are required to use a second verification step (like a phone app) to log in to the main cloud control panel.",Only the root account has MFA enabled.,"Critically insufficient. The root account should not be used for daily tasks, and regular user accounts are left exposed.",-2,Very Poor. Inadequate MFA coverage. Enable MFA for all accounts immediately.
Advanced Cloud Security Check,Access Management,42,How is multi-factor authentication (MFA) enforced for all human access to the cloud management console?,"Checks if all users, including administrators, are required to use a second verification step (like a phone app) to log in to the main cloud control panel.",MFA is not used for any account.,Critical vulnerability. Makes password-based attacks like credential stuffing trivial.,-2,Very Poor. No MFA exists. Implement MFA immediately as a top priority.
Advanced Cloud Security Check,Infrastructure Security,43,What is your disaster recovery (DR) and business continuity plan for your cloud environment?,"Asks about your plan to recover and continue operating if a major failure occurs in your primary cloud region, such as by having backups in another location.",We have a well-documented and tested multi-region DR plan with automated failover for critical services and regular cross-region backup replication.,Excellent. A mature and robust plan to ensure business continuity.,2,Excellent. This mature plan ensures business continuity during disasters.
Advanced Cloud Security Check,Infrastructure Security,43,What is your disaster recovery (DR) and business continuity plan for your cloud environment?,"Asks about your plan to recover and continue operating if a major failure occurs in your primary cloud region, such as by having backups in another location.","We have regular backups of our data and infrastructure templates stored in a different region, with a manual recovery process documented.","Good practice. Provides recoverability, though manual processes can be slow and error-prone.",1,Good. Backups exist but automate failover for faster recovery.
Advanced Cloud Security Check,Infrastructure Security,43,What is your disaster recovery (DR) and business continuity plan for your cloud environment?,"Asks about your plan to recover and continue operating if a major failure occurs in your primary cloud region, such as by having backups in another location.",We have backups stored in the same region as our primary infrastructure.,High risk. A region-wide failure would destroy both the primary infrastructure and the backups.,-1,Poor. Backup location creates risk. Store backups in a different region.
Advanced Cloud Security Check,Infrastructure Security,43,What is your disaster recovery (DR) and business continuity plan for your cloud environment?,"Asks about your plan to recover and continue operating if a major failure occurs in your primary cloud region, such as by having backups in another location.",We rely on the high availability of a single cloud region to prevent outages.,Critically risky. Single-region high availability does not protect against region-wide disasters or failures.,-2,Very Poor. Single-region reliance is risky. Implement multi-region disaster recovery.
Advanced Cloud Security Check,Infrastructure Security,43,What is your disaster recovery (DR) and business continuity plan for your cloud environment?,"Asks about your plan to recover and continue operating if a major failure occurs in your primary cloud region, such as by having backups in another location.",We do not have a disaster recovery plan.,A major business risk that threatens the continuity of the entire operation.,-2,Very Poor. No DR plan exists. Develop and implement a comprehensive plan immediately.
Advanced Cloud Security Check,Data Protection,44,How do you monitor for and respond to security events in your cloud environment?,"Determines your process for detecting and reacting to security alerts from your cloud services, ensuring a swift response to potential threats.",We have a centralized security alerting system (from SIEM/monitoring tools) with automated response actions for common events and a 24/7 on-call rotation.,"A mature, proactive security operations model.",2,Excellent. This proactive model enables rapid threat response.
Advanced Cloud Security Check,Data Protection,44,How do you monitor for and respond to security events in your cloud environment?,"Determines your process for detecting and reacting to security alerts from your cloud services, ensuring a swift response to potential threats.",We receive email alerts from cloud security services and respond to them manually during business hours.,"Good, but can lead to significant delays in response, especially for overnight incidents.",1,Good. Alerting exists but implement 24/7 monitoring for faster response.
Advanced Cloud Security Check,Data Protection,44,How do you monitor for and respond to security events in your cloud environment?,"Determines your process for detecting and reacting to security alerts from your cloud services, ensuring a swift response to potential threats.",We periodically log in to the cloud console to check for any security notifications.,A reactive and ineffective approach. Threats can cause significant damage before being noticed.,-1,Poor. Reactive monitoring is insufficient. Implement proactive alerting systems.
Advanced Cloud Security Check,Data Protection,44,How do you monitor for and respond to security events in your cloud environment?,"Determines your process for detecting and reacting to security alerts from your cloud services, ensuring a swift response to potential threats.",We assume the cloud provider handles all security events.,A critical misunderstanding of the Shared Responsibility Model. The customer is responsible for security in the cloud.,-2,Very Poor. Misunderstanding of shared responsibility. Take ownership of security monitoring.
Advanced Cloud Security Check,Data Protection,44,How do you monitor for and respond to security events in your cloud environment?,"Determines your process for detecting and reacting to security alerts from your cloud services, ensuring a swift response to potential threats.",We do not monitor for security events.,"Complete lack of visibility into threats, attacks, and misconfigurations.",-2,Very Poor. No monitoring exists. Implement security monitoring immediately.
Advanced Cloud Security Check,Access Management,45,"How do you secure serverless functions (e.g., Lambda, Azure Functions)?","If you use serverless computing, this checks how you control the permissions of each function to ensure it only accesses the specific resources it needs (least privilege).","Each serverless function has a unique IAM execution role with narrowly scoped, least-privilege permissions. Function dependencies are scanned for vulnerabilities.","Excellent. A granular, secure-by-design approach to serverless security.",2,Excellent. This granular approach provides optimal serverless security.
Advanced Cloud Security Check,Access Management,45,"How do you secure serverless functions (e.g., Lambda, Azure Functions)?","If you use serverless computing, this checks how you control the permissions of each function to ensure it only accesses the specific resources it needs (least privilege).","Functions use shared execution roles with broader permissions based on their general purpose (e.g., database-access-role"").""","A common practice, but it often grants functions more permissions than they strictly need.",1,Good. Roles exist but implement function-specific permissions for least privilege.
Advanced Cloud Security Check,Access Management,45,"How do you secure serverless functions (e.g., Lambda, Azure Functions)?","If you use serverless computing, this checks how you control the permissions of each function to ensure it only accesses the specific resources it needs (least privilege).","All functions run under a single, highly permissive execution role for simplicity.",High risk. A vulnerability in one function could be exploited to abuse the permissions of all other functions.,-1,Poor. Overly permissive roles create risk. Implement function-specific roles.
Advanced Cloud Security Check,Access Management,45,"How do you secure serverless functions (e.g., Lambda, Azure Functions)?","If you use serverless computing, this checks how you control the permissions of each function to ensure it only accesses the specific resources it needs (least privilege).",Our functions have administrator-level permissions to avoid any access issues.,Critical risk. A compromise of a single function would lead to a full environment compromise.,-2,Very Poor. Administrator permissions create extreme risk. Implement least privilege immediately.
Advanced Cloud Security Check,Access Management,45,"How do you secure serverless functions (e.g., Lambda, Azure Functions)?","If you use serverless computing, this checks how you control the permissions of each function to ensure it only accesses the specific resources it needs (least privilege).",We do not use serverless functions.,Not applicable if serverless functions are not in use.,0,"Fair. Not applicable, but consider serverless benefits for scalability."
