assessment_name,category,question_id,question_text,question_explanation,option_text,option_explanation,option_score,option_recommendation
Standard ITIVA Assessment,Website Strength,3,Do you have a Web Application Firewall (WAF) in place?,Asks if you have a digital bodyguard for your website that blocks common hacking attempts and malicious traffic before it can do any harm.,I don't know.,Lack of awareness of a critical security control is a significant vulnerability in itself.,-1,High Priority: Investigate if your hosting provider offers a WAF and enable it. Understanding and using a WAF is key to web security.
Standard ITIVA Assessment,Website Strength,3,Do you have a Web Application Firewall (WAF) in place?,Asks if you have a digital bodyguard for your website that blocks common hacking attempts and malicious traffic before it can do any harm.,"No, we do not have a WAF.",The website is fully exposed to common attacks like SQL injection and XSS without a dedicated filter.,-2,Critical: Implement a Web Application Firewall (WAF) as soon as possible to protect against common attacks like SQL Injection and Cross-Site Scripting (XSS).
Standard ITIVA Assessment,Website Strength,4,Are user-submitted data and inputs validated on both the frontend and backend?,This checks if your website carefully inspects all information users enter into forms to prevent them from submitting malicious code that could break or compromise your site.,"Yes, comprehensive validation is strictly enforced on both the client and server-side.",Robust protection against data injection attacks by treating all user input as untrusted.,2,Excellent. This is the correct approach and provides robust protection against injection attacks.
Standard ITIVA Assessment,Website Strength,4,Are user-submitted data and inputs validated on both the frontend and backend?,This checks if your website carefully inspects all information users enter into forms to prevent them from submitting malicious code that could break or compromise your site.,"Yes, all inputs are validated on the server-side.","Good security, as server-side validation cannot be bypassed by an attacker.",1,Good. Server-side validation is the most critical part. Ensure it covers all possible user inputs.
Standard ITIVA Assessment,Website Strength,4,Are user-submitted data and inputs validated on both the frontend and backend?,This checks if your website carefully inspects all information users enter into forms to prevent them from submitting malicious code that could break or compromise your site.,We mostly rely on frontend validation.,"A significant vulnerability, as client-side validation can be easily bypassed.",0,"Critical: Immediately implement server-side validation. Frontend validation is a user experience feature, not a security control, as it can be easily bypassed."
Standard ITIVA Assessment,Website Strength,4,Are user-submitted data and inputs validated on both the frontend and backend?,This checks if your website carefully inspects all information users enter into forms to prevent them from submitting malicious code that could break or compromise your site.,Validation is inconsistent and only applied to some forms.,Inconsistent validation leaves predictable and exploitable holes in security.,-1,High Priority: Conduct a full review of your application and enforce server-side input validation on every single user-submitted field.
Standard ITIVA Assessment,Website Strength,4,Are user-submitted data and inputs validated on both the frontend and backend?,This checks if your website carefully inspects all information users enter into forms to prevent them from submitting malicious code that could break or compromise your site.,"No, we do not perform input validation.",A critical flaw that makes the application highly susceptible to injection attacks.,-2,Critical: Immediately implement server-side input validation across your entire application. This is a fundamental defense against many severe vulnerabilities.
Standard ITIVA Assessment,Website Strength,5,Does your website have a strong password policy for user and administrator accounts?,"Determines if you require users and staff to create strong, hard-to-guess passwords for their accounts to prevent them from being easily taken over.","Yes, we enforce complexity, length, and 2FA for all accounts, especially admins.",A comprehensive approach that protects against brute-force attacks and credential stuffing.,2,Excellent. This comprehensive approach provides strong defense against password-based attacks.
Standard ITIVA Assessment,Website Strength,5,Does your website have a strong password policy for user and administrator accounts?,"Determines if you require users and staff to create strong, hard-to-guess passwords for their accounts to prevent them from being easily taken over.","Yes, we enforce password complexity (e.g., uppercase, numbers, symbols) and length.",A strong foundational policy that prevents weak and easily guessable passwords.,1,"Good. To improve, enforce 2FA/MFA, especially for administrative accounts, to provide an additional layer of security."
Standard ITIVA Assessment,Website Strength,5,Does your website have a strong password policy for user and administrator accounts?,"Determines if you require users and staff to create strong, hard-to-guess passwords for their accounts to prevent them from being easily taken over.",We have a basic password length requirement only.,A minimal standard that is better than nothing but still allows for weak passwords.,0,"Recommendation: Enhance your password policy to include complexity requirements (uppercase, lowercase, numbers, symbols)."
Standard ITIVA Assessment,Website Strength,5,Does your website have a strong password policy for user and administrator accounts?,"Determines if you require users and staff to create strong, hard-to-guess passwords for their accounts to prevent them from being easily taken over.",We have no password requirements; users can set anything.,A critical risk that allows for extremely weak passwords and easy account compromise.,-1,Critical: Immediately implement and enforce a strong password policy requiring length and complexity. The current state is a high-risk invitation for account takeovers.
Standard ITIVA Assessment,Website Strength,5,Does your website have a strong password policy for user and administrator accounts?,"Determines if you require users and staff to create strong, hard-to-guess passwords for their accounts to prevent them from being easily taken over.",We have shared administrator accounts.,"This is a major security risk, as it makes auditing impossible and simplifies unauthorized access.",-2,Critical: Immediately create unique accounts for each administrator and user. Shared accounts are a major security risk that prevents accountability and effective access control.
Standard ITIVA Assessment,Website Strength,6,Are regular backups of your website data performed?,"Asks if you regularly make copies of your website's data and files, so you can restore everything quickly if it gets hacked, deleted, or breaks.","Yes, automated daily backups are encrypted and stored in a secure, geographically separate location.","The gold standard for disaster recovery, ensuring business continuity with minimal data loss.",2,Excellent. Your backup strategy is robust and aligned with best practices for disaster recovery.
Standard ITIVA Assessment,Website Strength,6,Are regular backups of your website data performed?,"Asks if you regularly make copies of your website's data and files, so you can restore everything quickly if it gets hacked, deleted, or breaks.","Yes, automated daily or weekly backups are stored with our hosting provider.","A good practice that ensures data can be recovered, though with a potential 24-hour data loss.",1,Good. Ensure you periodically test restoring from your backups to verify their integrity.
Standard ITIVA Assessment,Website Strength,6,Are regular backups of your website data performed?,"Asks if you regularly make copies of your website's data and files, so you can restore everything quickly if it gets hacked, deleted, or breaks.",We perform manual backups sporadically.,"Unreliable and prone to human error, leading to significant data loss.",0,"High Priority: Implement an automated, regular backup schedule. Manual backups are unreliable and will lead to data loss."
Standard ITIVA Assessment,Website Strength,6,Are regular backups of your website data performed?,"Asks if you regularly make copies of your website's data and files, so you can restore everything quickly if it gets hacked, deleted, or breaks.","We have backups, but they are old or we've never tested restoring them.",A useless backup system that provides a false sense of security.,-1,"Critical: Your backups are not viable. Immediately create a new backup and implement a regular, automated backup process with periodic restoration tests."
Standard ITIVA Assessment,Website Strength,6,Are regular backups of your website data performed?,"Asks if you regularly make copies of your website's data and files, so you can restore everything quickly if it gets hacked, deleted, or breaks.","No, we do not have backups.",A critical failure in business continuity planning. A single event could lead to total data loss.,-2,"Critical: Implement a backup solution immediately. Without backups, any hardware failure, ransomware attack, or major error could permanently destroy your business data."
Standard ITIVA Assessment,Website Strength,7,"Does your website's design incorporate security best practices, such as the principle of least privilege?","Checks if user accounts are set up so people only have access to the features they absolutely need, preventing a low-level user from making high-level changes.","Yes, user roles are strictly defined, and access is granted on a need-to-know basis.",A mature security design that minimizes the impact of a potential account compromise.,2,Excellent. This is a mature and effective implementation of the principle of least privilege.
Standard ITIVA Assessment,Website Strength,7,"Does your website's design incorporate security best practices, such as the principle of least privilege?","Checks if user accounts are set up so people only have access to the features they absolutely need, preventing a low-level user from making high-level changes.","Yes, we have different roles for administrators and regular users.","A good, basic security practice that separates administrative functions from normal use.",1,Good. Regularly review the permissions of your administrator accounts to ensure they are still appropriate.
Standard ITIVA Assessment,Website Strength,7,"Does your website's design incorporate security best practices, such as the principle of least privilege?","Checks if user accounts are set up so people only have access to the features they absolutely need, preventing a low-level user from making high-level changes.",User roles are not well-defined; many users have high-level privileges.,"A significant risk, as a compromise of any user account could lead to a full system compromise.",0,High Priority: Conduct a review of all user accounts and revoke unnecessary privileges. Implement a formal process for granting and reviewing access.
Standard ITIVA Assessment,Website Strength,7,"Does your website's design incorporate security best practices, such as the principle of least privilege?","Checks if user accounts are set up so people only have access to the features they absolutely need, preventing a low-level user from making high-level changes.",All users share the same level of access.,"A critical vulnerability. If one account is breached, the entire system is breached.",-1,Critical: Immediately implement role-based access control. Start by creating a standard 'user' role with limited permissions and a separate 'admin' role.
Standard ITIVA Assessment,Website Strength,7,"Does your website's design incorporate security best practices, such as the principle of least privilege?","Checks if user accounts are set up so people only have access to the features they absolutely need, preventing a low-level user from making high-level changes.",I don't know what the principle of least privilege is.,Lack of awareness indicates that security was not a consideration in the system's design.,-2,High Priority: Research and implement the Principle of Least Privilege. This foundational security concept means users should only have access to the information and functions essential to their job.
Standard ITIVA Assessment,Website Strength,8,Have you implemented security headers to protect against attacks like cross-site scripting (XSS) and clickjacking?,"Asks if your website uses special instructions for web browsers that help prevent certain types of common hacking techniques, like tricking users into clicking hidden buttons.","Yes, we have a strong Content Security Policy (CSP) and use multiple security headers.",A proactive defense that significantly hardens the website against common client-side attacks.,2,Excellent. Your use of a strong CSP and other headers shows a mature approach to client-side security.
Standard ITIVA Assessment,Website Strength,8,Have you implemented security headers to protect against attacks like cross-site scripting (XSS) and clickjacking?,"Asks if your website uses special instructions for web browsers that help prevent certain types of common hacking techniques, like tricking users into clicking hidden buttons.","Yes, we have implemented basic security headers like X-Frame-Options.",A good first step that protects against clickjacking attacks.,1,"Good. To improve, research and implement a Content Security Policy (CSP) for defense-in-depth against XSS attacks."
Standard ITIVA Assessment,Website Strength,8,Have you implemented security headers to protect against attacks like cross-site scripting (XSS) and clickjacking?,"Asks if your website uses special instructions for web browsers that help prevent certain types of common hacking techniques, like tricking users into clicking hidden buttons.",We are aware of them but have not implemented them yet.,Awareness without action provides no security benefit.,0,"Recommendation: Implement basic security headers like X-Frame-Options, X-Content-Type-Options, and Strict-Transport-Security (if you have HTTPS)."
Standard ITIVA Assessment,Website Strength,8,Have you implemented security headers to protect against attacks like cross-site scripting (XSS) and clickjacking?,"Asks if your website uses special instructions for web browsers that help prevent certain types of common hacking techniques, like tricking users into clicking hidden buttons.",I don't know what security headers are.,"Indicates a lack of fundamental web security knowledge, suggesting other vulnerabilities may exist.",-1,"High Priority: Research and implement security headers. They are a simple, free, and effective way to protect your users from common attacks."
Standard ITIVA Assessment,Website Strength,8,Have you implemented security headers to protect against attacks like cross-site scripting (XSS) and clickjacking?,"Asks if your website uses special instructions for web browsers that help prevent certain types of common hacking techniques, like tricking users into clicking hidden buttons.","No, we have not implemented any security headers.",The website is left open to a wide range of well-known and easily preventable attacks.,-2,"High Priority: Implement security headers immediately, starting with X-Frame-Options to prevent clickjacking. They are a low-effort, high-impact security improvement."
Standard ITIVA Assessment,Devices & Network,9,Do you maintain an up-to-date inventory of all devices connected to your business network?,"This checks if you have a complete list of every computer, phone, and router connected to your office network, so you know what needs to be protected.","Yes, we have an automated, real-time inventory of all hardware and software assets.",Best practice for asset management. You know exactly what is on your network at all times.,2,"Excellent. A real-time, automated inventory is the gold standard for asset management."
Standard ITIVA Assessment,Devices & Network,9,Do you maintain an up-to-date inventory of all devices connected to your business network?,"This checks if you have a complete list of every computer, phone, and router connected to your office network, so you know what needs to be protected.","Yes, we maintain a manually updated spreadsheet or document of all devices.","A good practice, but prone to human error and becoming outdated quickly.",1,"Good. This is a solid practice. To improve, try to review and validate the manual inventory on a quarterly basis to ensure accuracy."
Standard ITIVA Assessment,Devices & Network,9,Do you maintain an up-to-date inventory of all devices connected to your business network?,"This checks if you have a complete list of every computer, phone, and router connected to your office network, so you know what needs to be protected.",We have a partial or outdated inventory.,"Better than nothing, but significant blind spots exist, which are a security risk.",0,Recommendation: Dedicate time to complete your asset inventory. You cannot fully protect your network without knowing what is on it.
Standard ITIVA Assessment,Devices & Network,9,Do you maintain an up-to-date inventory of all devices connected to your business network?,"This checks if you have a complete list of every computer, phone, and router connected to your office network, so you know what needs to be protected.",I don't know.,A known unknown. It implies a lack of control and visibility over the network.,-1,"High Priority: Begin creating an asset inventory immediately. Start by listing all known computers, servers, and network devices."
Standard ITIVA Assessment,Devices & Network,9,Do you maintain an up-to-date inventory of all devices connected to your business network?,"This checks if you have a complete list of every computer, phone, and router connected to your office network, so you know what needs to be protected.","No, we do not have a formal inventory.",You cannot protect what you don't know you have. This is a foundational security failure.,-2,Critical: Creating a device inventory is your first step towards security. You must know what you need to protect. Start with a simple spreadsheet listing all office computers.
Standard ITIVA Assessment,Devices & Network,10,"Is all office Wi-Fi protected with a strong password and modern encryption (e.g., WPA2 or WPA3)?",Determines if your office wireless network is secured with a strong password and the latest security standards to prevent unauthorized people from accessing your internal network.,"Yes, we use WPA3/WPA2-Enterprise with separate, secure networks for guests and internal staff.","The highest standard for wireless security, providing robust protection and network segmentation.",2,Excellent. This is a very secure wireless configuration that separates trusted and untrusted traffic effectively.
Standard ITIVA Assessment,Devices & Network,10,"Is all office Wi-Fi protected with a strong password and modern encryption (e.g., WPA2 or WPA3)?",Determines if your office wireless network is secured with a strong password and the latest security standards to prevent unauthorized people from accessing your internal network.,"Yes, we use WPA2 or WPA3 with a strong, complex password.",A strong and necessary security control for any modern business network.,1,Good. This is a strong baseline for wireless security. Ensure the password is long and complex.
Standard ITIVA Assessment,Devices & Network,10,"Is all office Wi-Fi protected with a strong password and modern encryption (e.g., WPA2 or WPA3)?",Determines if your office wireless network is secured with a strong password and the latest security standards to prevent unauthorized people from accessing your internal network.,"We use WPA2 but with a simple, easily guessable password.","The password becomes the weak link, making the network vulnerable to brute-force attacks.",-1,"High Priority: Immediately change your Wi-Fi password to a long, complex passphrase that is not easily guessable."
Standard ITIVA Assessment,Devices & Network,10,"Is all office Wi-Fi protected with a strong password and modern encryption (e.g., WPA2 or WPA3)?",Determines if your office wireless network is secured with a strong password and the latest security standards to prevent unauthorized people from accessing your internal network.,Our Wi-Fi uses outdated WEP encryption or is open (no password).,"A critical vulnerability. WEP is easily cracked, and an open network allows anyone to connect.",-2,Critical: Immediately reconfigure your Wi-Fi to use WPA2 or WPA3 encryption with a strong password. An open or WEP network is dangerously insecure.
Standard ITIVA Assessment,Devices & Network,10,"Is all office Wi-Fi protected with a strong password and modern encryption (e.g., WPA2 or WPA3)?",Determines if your office wireless network is secured with a strong password and the latest security standards to prevent unauthorized people from accessing your internal network.,I don't know the configuration of our Wi-Fi.,"Lack of knowledge implies lack of control, and the network could be in a highly vulnerable state.",-1,"High Priority: Investigate your Wi-Fi settings immediately. If you don't know how, contact your IT support or service provider. Assume it is insecure until proven otherwise."
Standard ITIVA Assessment,Devices & Network,11,"Are your network devices, such as routers and firewalls, configured with unique, strong passwords?","Checks if you have changed the default, factory-set passwords (like 'admin') on your internet router and other network gear to prevent easy unauthorized access.","Yes, all default passwords have been changed, and we use a password manager to store strong, unique credentials.",Excellent security hygiene that prevents unauthorized access to network infrastructure.,2,Excellent. This practice significantly hardens your network infrastructure against unauthorized access.
Standard ITIVA Assessment,Devices & Network,11,"Are your network devices, such as routers and firewalls, configured with unique, strong passwords?","Checks if you have changed the default, factory-set passwords (like 'admin') on your internet router and other network gear to prevent easy unauthorized access.","Yes, all default passwords have been changed to a custom password.",A fundamental and necessary security step for any network device.,1,Good. This is a fundamental security requirement. Ensure the custom password used is strong and not reused elsewhere.
Standard ITIVA Assessment,Devices & Network,11,"Are your network devices, such as routers and firewalls, configured with unique, strong passwords?","Checks if you have changed the default, factory-set passwords (like 'admin') on your internet router and other network gear to prevent easy unauthorized access.","Some devices have been updated, but others may still use default passwords.",An attacker who gains access to the network can easily find and compromise these devices.,-1,"High Priority: Conduct an audit of all network devices (routers, switches, firewalls) and change any default passwords immediately."
Standard ITIVA Assessment,Devices & Network,11,"Are your network devices, such as routers and firewalls, configured with unique, strong passwords?","Checks if you have changed the default, factory-set passwords (like 'admin') on your internet router and other network gear to prevent easy unauthorized access.",We are still using the default 'admin/password' on our network devices.,A critical risk. Default credentials are the first thing an attacker will try.,-2,Critical: Change the default passwords on your network equipment immediately. This is one of the most common and easily exploited vulnerabilities.
Standard ITIVA Assessment,Devices & Network,11,"Are your network devices, such as routers and firewalls, configured with unique, strong passwords?","Checks if you have changed the default, factory-set passwords (like 'admin') on your internet router and other network gear to prevent easy unauthorized access.",I don't know.,Indicates a lack of basic network management and a high probability of vulnerable devices.,-1,High Priority: Identify all your network devices and verify that their passwords have been changed from the default. Assume they are all at risk until verified.
Standard ITIVA Assessment,Devices & Network,12,Do you have a policy for employees connecting personal devices to the company network (BYOD policy)?,"Asks if you have clear rules for employees who use their personal phones or laptops for work and connect them to the office network, managing potential security risks.","Yes, we have a strict BYOD policy that requires security checks and management software on personal devices.",A mature approach that manages the risks associated with personal devices.,2,Excellent. A managed BYOD policy is the most secure way to allow personal devices on the network.
Standard ITIVA Assessment,Devices & Network,12,Do you have a policy for employees connecting personal devices to the company network (BYOD policy)?,"Asks if you have clear rules for employees who use their personal phones or laptops for work and connect them to the office network, managing potential security risks.","Yes, we have a policy that outlines acceptable use for personal devices.",A good first step in setting expectations and establishing liability.,1,"Good. This is a solid foundation. Consider enhancing the policy with minimum security requirements for personal devices (e.g., screen lock, up-to-date OS)."
Standard ITIVA Assessment,Devices & Network,12,Do you have a policy for employees connecting personal devices to the company network (BYOD policy)?,"Asks if you have clear rules for employees who use their personal phones or laptops for work and connect them to the office network, managing potential security risks.","We allow it, but we have no formal policy in place.",Unmanaged and unknown devices on the network represent a significant security risk.,-1,High Priority: Establish a formal Bring Your Own Device (BYOD) policy that outlines security expectations and acceptable use for personal devices on the network.
Standard ITIVA Assessment,Devices & Network,12,Do you have a policy for employees connecting personal devices to the company network (BYOD policy)?,"Asks if you have clear rules for employees who use their personal phones or laptops for work and connect them to the office network, managing potential security risks.","We actively discourage it, but we don't enforce it.","While safer, it may not be practical and doesn't address unauthorized connections.",0,"Recommendation: If you allow personal devices, you need a formal policy. If you truly ban them, consider technical controls to block unauthorized connections."
Standard ITIVA Assessment,Devices & Network,12,Do you have a policy for employees connecting personal devices to the company network (BYOD policy)?,"Asks if you have clear rules for employees who use their personal phones or laptops for work and connect them to the office network, managing potential security risks.",I don't know.,Lack of a policy indicates a lack of control over what connects to the network.,-1,High Priority: Decide on a formal stance for personal devices and document it in a policy. A lack of policy creates ambiguity and risk.
Standard ITIVA Assessment,Devices & Network,13,Is your internal network segmented to separate critical systems from general user access?,"Checks if your network is divided into zones, like a separate guest Wi-Fi, to prevent a security issue in one area from spreading to more critical systems.","Yes, we use VLANs or physical segmentation to create separate zones for servers, users, and guests.",A core security principle that contains breaches and prevents lateral movement by attackers.,2,Excellent. Network segmentation is a powerful control for containing threats and protecting critical assets.
Standard ITIVA Assessment,Devices & Network,13,Is your internal network segmented to separate critical systems from general user access?,"Checks if your network is divided into zones, like a separate guest Wi-Fi, to prevent a security issue in one area from spreading to more critical systems.","Yes, we have a separate Wi-Fi network for guests.","A good, basic form of segmentation that protects the internal network from guests.",1,"Good. This is a great first step. Consider further segmentation, such as creating a separate VLAN for critical servers."
Standard ITIVA Assessment,Devices & Network,13,Is your internal network segmented to separate critical systems from general user access?,"Checks if your network is divided into zones, like a separate guest Wi-Fi, to prevent a security issue in one area from spreading to more critical systems.","No, all devices are on one single, flat network.","A high-risk architecture. If one device is compromised, the entire network is at risk.",-2,Critical: Plan to segment your network as a high-priority project. A flat network means a single compromised device could potentially infect critical servers.
Standard ITIVA Assessment,Devices & Network,13,Is your internal network segmented to separate critical systems from general user access?,"Checks if your network is divided into zones, like a separate guest Wi-Fi, to prevent a security issue in one area from spreading to more critical systems.",We are not sure what network segmentation is.,Indicates a lack of understanding of fundamental network security concepts.,-1,High Priority: Research network segmentation (VLANs). It is a key architectural concept for building a defensible network.
Standard ITIVA Assessment,Devices & Network,13,Is your internal network segmented to separate critical systems from general user access?,"Checks if your network is divided into zones, like a separate guest Wi-Fi, to prevent a security issue in one area from spreading to more critical systems.",I don't know.,Lack of awareness suggests the network is likely flat and highly vulnerable.,-1,"High Priority: Investigate your network structure. If all devices can communicate with each other, implement network segmentation to reduce risk."
Standard ITIVA Assessment,Devices & Network,14,Are all computers and servers protected with reputable and up-to-date anti-malware software?,"Determines if all your company computers have antivirus software installed and kept up-to-date to protect against viruses, ransomware, and other malicious programs.","Yes, a centrally managed, enterprise-grade solution is deployed on all endpoints and updated automatically.","The best practice for endpoint security, providing proactive and manageable protection.",2,Excellent. Centrally managed endpoint protection is the most effective and scalable solution.
Standard ITIVA Assessment,Devices & Network,14,Are all computers and servers protected with reputable and up-to-date anti-malware software?,"Determines if all your company computers have antivirus software installed and kept up-to-date to protect against viruses, ransomware, and other malicious programs.","Yes, individual licensed anti-malware software is installed on all devices.",A good security measure ensuring all devices have a baseline of protection.,1,Good. This provides a necessary layer of protection. Ensure all users keep their software up-to-date.
Standard ITIVA Assessment,Devices & Network,14,Are all computers and servers protected with reputable and up-to-date anti-malware software?,"Determines if all your company computers have antivirus software installed and kept up-to-date to protect against viruses, ransomware, and other malicious programs.","Only on some devices, or we rely on free versions.",Inconsistent coverage creates unprotected entry points for malware into your network.,-1,"High Priority: Ensure every single company device has a reputable, paid anti-malware solution installed. Inconsistent coverage is a major risk."
Standard ITIVA Assessment,Devices & Network,14,Are all computers and servers protected with reputable and up-to-date anti-malware software?,"Determines if all your company computers have antivirus software installed and kept up-to-date to protect against viruses, ransomware, and other malicious programs.",We rely only on the default protection built into the operating system.,"OS protection is basic and often insufficient against modern, sophisticated threats.",-1,"High Priority: Install a reputable, third-party anti-malware solution on all computers. While OS protection is improving, it should be supplemented."
Standard ITIVA Assessment,Devices & Network,14,Are all computers and servers protected with reputable and up-to-date anti-malware software?,"Determines if all your company computers have antivirus software installed and kept up-to-date to protect against viruses, ransomware, and other malicious programs.","No, we do not actively use anti-malware software.",A critical vulnerability that leaves all endpoints exposed to malware infections.,-2,Critical: Install reputable anti-malware software on all computers immediately. Operating without it is a near-guarantee for a malware infection.
Standard ITIVA Assessment,Devices & Network,15,Do you have a firewall configured to block unsolicited incoming network traffic?,Asks if you have a digital barrier (a firewall) that protects your internal network from unwanted and potentially malicious connection attempts from the internet.,"Yes, we have a properly configured hardware firewall with specific inbound and outbound rules.",A robust network defense that provides granular control over traffic.,2,"Excellent. A dedicated, well-configured hardware firewall is a cornerstone of network security."
Standard ITIVA Assessment,Devices & Network,15,Do you have a firewall configured to block unsolicited incoming network traffic?,Asks if you have a digital barrier (a firewall) that protects your internal network from unwanted and potentially malicious connection attempts from the internet.,"Yes, we use the software firewalls on our individual computers and servers.","A good baseline, but offers no centralized control or protection against internal threats.",1,"Good. Software firewalls provide protection. For better security, consider a dedicated hardware firewall at the network perimeter."
Standard ITIVA Assessment,Devices & Network,15,Do you have a firewall configured to block unsolicited incoming network traffic?,Asks if you have a digital barrier (a firewall) that protects your internal network from unwanted and potentially malicious connection attempts from the internet.,We rely on the default firewall in our internet router.,Provides basic protection but lacks the advanced features of a dedicated firewall.,0,"Recommendation: While better than nothing, a basic router firewall offers limited protection. Plan to upgrade to a dedicated hardware firewall for better control and visibility."
Standard ITIVA Assessment,Devices & Network,15,Do you have a firewall configured to block unsolicited incoming network traffic?,Asks if you have a digital barrier (a firewall) that protects your internal network from unwanted and potentially malicious connection attempts from the internet.,Our firewall is disabled or has a policy to 'allow all' traffic.,"A critical risk, leaving the network wide open to external scans and attacks.",-2,Critical: Enable your firewall immediately with a 'deny all by default' policy. An open firewall is like leaving your front door unlocked and wide open.
Standard ITIVA Assessment,Devices & Network,15,Do you have a firewall configured to block unsolicited incoming network traffic?,Asks if you have a digital barrier (a firewall) that protects your internal network from unwanted and potentially malicious connection attempts from the internet.,I don't know.,Indicates a lack of visibility and control over the network's perimeter security.,-1,High Priority: Locate your primary network firewall (likely your internet router) and ensure it is enabled and configured to block unsolicited incoming traffic.
